"","semaine","momentjourne","temps","trajet","typeroute","vitesse","acident_incident"
"568","1","1","1","1","1",30,"incident"
"569","1","1","1","1","1",40,"incident"
"570","1","1","1","1","4",90,"incident"
"571","1","1","2","1","2",50,"incident"
"572","1","1","1","1","3",50,"incident"
"573","1","1","2","1","4",50,"incident"
"574","1","1","1","1","1",50,"incident"
"575","1","1","1","1","4",90,"incident"
"576","1","1","1","1","2",30,"incident"
"577","2","1","1","2","2",110,"incident"
"578","1","1","1","1","3",85,"incident"
"579","1","1","1","1","4",90,"incident"
"580","1","3","2","1","2",100,"incident"
"581","1","1","1","1","4",90,"incident"
"582","1","1","1","1","4",60,"incident"
"583","2","1","1","1","4",100,"incident"
"584","1","1","1","1","2",90,"incident"
"585","1","3","1","1","1",50,"incident"
"586","1","1","1","1","3",55,"incident"
"587","1","3","1","1","1",40,"incident"
"588","1","1","1","1","4",50,"incident"
"589","1","1","1","1","2",95,"incident"
"590","1","1","1","1","1",90,"incident"
"591","1","1","1","2","4",100,"incident"
"592","1","1","2","1","1",40,"incident"
"593","1","1","1","1","1",40,"incident"
"594","1","1","1","1","1",30,"incident"
"595","2","1","1","3","2",60,"incident"
"596","2","2","2","2","1",60,"incident"
"597","1","1","1","1","2",40,"incident"
"598","1","1","1","1","4",70,"incident"
"599","1","1","1","1","2",80,"incident"
"600","1","1","2","1","1",30,"incident"
"601","1","1","1","1","1",15,"incident"
"602","2","1","1","1","2",80,"incident"
"603","2","1","1","2","2",70,"incident"
"604","1","1","1","1","1",48,"incident"
"605","1","1","1","1","4",15,"incident"
"606","1","1","1","1","1",40,"incident"
"607","1","1","1","2","1",40,"incident"
"608","1","1","1","1","1",50,"incident"
"609","2","1","1","1","2",90,"incident"
"610","2","1","1","1","2",40,"incident"
"611","1","1","1","2","1",30,"incident"
"612","1","1","1","1","1",65,"incident"
"613","1","1","1","1","3",55,"incident"
"614","2","1","1","2","3",90,"incident"
"615","1","1","1","1","1",50,"incident"
"616","1","3","1","1","1",40,"incident"
"617","1","2","1","1","3",140,"incident"
"618","1","1","3","1","4",70,"incident"
"619","1","1","1","3","3",105,"incident"
"620","1","1","1","1","3",75,"incident"
"621","1","1","1","1","3",50,"incident"
"622","1","1","1","1","2",50,"incident"
"623","1","1","1","1","1",30,"incident"
"624","1","1","1","2","1",45,"incident"
"625","1","1","1","1","1",25,"incident"
"626","1","1","1","1","1",50,"incident"
"627","1","1","1","1","1",40,"incident"
"628","1","1","1","2","1",45,"incident"
"629","1","1","1","3","2",30,"incident"
"630","1","1","1","1","1",45,"incident"
"631","1","1","1","1","4",50,"incident"
"632","1","1","1","2","1",35,"incident"
"633","2","1","1","3","2",70,"incident"
"634","1","1","1","1","4",50,"incident"
"635","2","1","1","1","1",40,"incident"
"636","2","1","1","2","2",15,"incident"
"637","1","1","1","2","2",85,"incident"
"638","1","1","1","2","2",60,"incident"
"639","1","1","1","1","4",95,"incident"
"640","1","1","1","1","3",50,"incident"
"641","1","3","1","1","1",40,"incident"
"642","2","1","1","1","2",20,"incident"
"643","1","1","1","1","3",70,"incident"
"644","2","1","1","3","2",70,"incident"
"645","1","1","1","1","3",45,"incident"
"646","1","1","1","1","4",50,"incident"
"647","2","1","2","3","1",30,"incident"
"648","1","1","1","1","1",50,"incident"
"649","1","1","1","1","1",80,"incident"
"650","1","1","1","1","2",30,"incident"
"651","1","1","1","2","1",50,"incident"
"652","2","1","1","2","1",20,"incident"
"653","2","1","1","2","1",40,"incident"
"654","1","1","1","1","1",50,"incident"
"655","1","1","1","1","1",30,"incident"
"656","1","1","1","2","2",80,"incident"
"657","2","3","1","1","1",50,"incident"
"658","1","1","1","1","3",100,"incident"
"659","1","1","1","1","1",40,"incident"
"660","1","1","1","3","2",70,"incident"
"661","1","3","2","1","1",30,"incident"
"662","1","3","1","1","2",115,"incident"
"663","1","1","1","2","1",50,"incident"
"664","1","1","1","2","4",100,"incident"
"665","2","1","1","2","2",100,"incident"
"666","1","1","1","1","3",80,"incident"
"667","1","2","1","2","1",50,"incident"
"668","2","1","1","3","1",50,"incident"
"669","1","1","1","1","1",50,"incident"
"670","2","1","1","1","4",80,"incident"
"671","1","1","1","1","4",80,"incident"
"672","1","1","1","2","3",150,"incident"
"673","2","1","1","2","2",40,"incident"
"674","1","1","1","1","4",105,"incident"
"675","1","1","1","3","4",90,"incident"
"676","1","1","1","1","2",50,"incident"
"677","2","1","1","3","2",86,"incident"
"678","2","1","1","1","1",60,"incident"
"679","1","1","1","1","1",50,"incident"
"680","1","1","1","1","4",105,"incident"
"681","1","2","1","1","1",40,"incident"
"682","1","1","1","2","1",45,"incident"
"683","2","1","1","3","1",15,"accident"
"684","1","2","2","1","1",50,"accident"
"685","2","1","1","1","1",50,"accident"
"686","2","1","2","1","1",50,"accident"
"687","2","1","1","3","2",30,"accident"
"688","2","1","2","1","1",25,"accident"
"689","1","1","1","1","2",25,"accident"
"690","1","2","2","2","1",40,"accident"
"691","2","1","1","2","1",20,"accident"
"692","1","1","1","1","3",40,"accident"
"693","2","1","1","2","1",0,"accident"
"694","1","1","1","1","4",50,"accident"
"695","1","3","2","2","1",60,"accident"
"696","1","1","1","1","1",25,"accident"
"697","1","1","1","1","1",30,"accident"
"698","1","2","2","3","3",110,"accident"
"699","2","1","2","3","2",30,"accident"
"700","1","1","1","1","1",70,"accident"
"701","1","1","1","1","1",25,"accident"
"702","1","1","1","1","1",0,"accident"
"703","1","1","1","1","2",20,"accident"
"704","2","1","1","1","2",0,"accident"
"705","1","1","1","1","1",30,"accident"
"706","2","1","2","1","4",70,"accident"
"707","1","1","1","1","1",30,"accident"
"708","1","1","2","2","1",30,"accident"
"709","1","1","1","1","1",35,"accident"
"710","1","1","2","1","1",50,"accident"
"711","1","3","1","2","1",40,"accident"
"712","2","1","2","1","3",50,"accident"
"713","2","1","1","2","1",20,"accident"
"714","2","1","1","1","2",80,"accident"
"715","2","1","2","1","1",60,"accident"
"716","1","3","2","3","1",40,"accident"
"717","1","1","1","1","1",50,"accident"
"718","2","1","1","1","3",70,"accident"
"719","1","2","2","1","1",40,"accident"
"720","1","3","3","1","2",65,"accident"
"721","1","3","1","2","1",60,"accident"
"722","1","1","1","2","1",55,"accident"
"723","1","1","1","2","1",3,"accident"
"724","1","3","1","1","1",50,"accident"
"725","1","2","2","2","1",0,"accident"
"726","1","3","1","1","3",30,"accident"
"727","1","1","1","1","1",0,"accident"
"728","1","1","1","1","1",50,"accident"
"729","1","1","1","1","4",60,"accident"
"730","2","1","2","2","1",30,"accident"
"731","1","1","1","2","1",50,"accident"
"732","2","1","1","2","2",70,"accident"
"733","2","1","1","3","1",30,"accident"
"734","2","1","1","1","1",50,"accident"
"735","1","1","2","1","1",40,"accident"
"736","1","1","1","1","1",40,"accident"
"737","1","1","1","1","1",60,"accident"
"738","1","3","2","1","3",90,"accident"
"739","1","1","1","1","1",40,"accident"
"740","1","1","2","1","3",30,"accident"
"741","2","1","1","2","1",45,"accident"
"742","1","3","3","1","2",40,"accident"
"743","1","1","1","1","1",50,"accident"
"744","1","1","2","2","1",30,"accident"
"745","2","1","1","2","2",50,"accident"
"746","1","1","1","1","2",50,"accident"
"747","1","1","1","1","1",20,"accident"
"748","2","2","1","1","1",70,"accident"
"749","1","1","1","1","2",70,"accident"
"750","1","1","1","2","2",35,"accident"
"751","1","1","1","1","1",45,"accident"
"752","1","1","1","2","4",50,"accident"
"753","1","1","1","1","1",60,"accident"
"754","1","1","1","2","1",65,"accident"
"755","1","1","1","2","4",0,"accident"
"756","1","1","1","2","1",45,"accident"
"757","2","1","1","3","2",70,"accident"
"758","1","3","1","1","1",15,"accident"
"759","1","1","1","1","1",30,"accident"
"760","1","2","1","1","1",20,"accident"
"761","1","1","1","1","1",10,"accident"
"762","2","1","1","3","2",30,"accident"
"763","1","3","2","1","1",55,"accident"
"764","1","3","1","1","2",90,"accident"
"765","1","1","1","1","4",50,"accident"
"766","1","3","2","1","1",15,"accident"
"767","1","1","2","2","1",50,"accident"
"768","2","1","1","3","2",30,"accident"
"769","1","1","1","1","1",0,"accident"
"770","1","1","1","2","3",30,"accident"
"771","1","1","1","1","2",80,"accident"
"772","2","1","1","3","2",30,"accident"
"773","1","3","1","1","1",7,"accident"
"774","1","2","1","2","1",20,"accident"
"775","1","3","1","1","3",90,"accident"
"776","1","1","1","3","1",15,"accident"
"777","2","1","1","1","2",70,"accident"
"778","2","2","1","2","2",30,"accident"
"779","1","1","1","2","1",40,"accident"
"780","1","1","1","3","4",40,"accident"
"781","1","2","1","1","2",0,"accident"
"782","1","1","1","1","1",45,"accident"
"783","1","1","1","2","1",20,"accident"
"784","1","3","2","1","1",50,"accident"
"785","1","1","1","1","2",80,"accident"
"786","1","1","1","1","1",40,"accident"
"787","1","2","2","1","2",95,"accident"
"788","1","1","1","2","2",60,"accident"
"789","1","1","1","2","4",90,"accident"
"790","1","1","1","3","2",80,"accident"
"791","1","2","1","1","2",80,"accident"
"792","1","1","1","1","4",70,"accident"
"793","1","1","1","3","2",20,"accident"
"794","1","1","2","1","4",45,"accident"
"795","2","1","1","3","2",70,"accident"
"796","1","1","2","1","1",50,"accident"
"797","1","1","1","2","2",10,"accident"
"798","1","1","1","3","2",70,"accident"
"799","1","3","1","1","1",30,"accident"
"800","1","1","1","1","1",90,"accident"
"801","2","1","1","2","1",30,"accident"
"802","1","1","1","1","1",40,"accident"
"803","1","1","1","1","1",5,"accident"
"804","2","3","1","2","2",70,"accident"
"805","1","2","1","1","1",0,"accident"
"806","1","1","1","1","5",70,"accident"
"807","1","1","1","1","2",120,"accident"
"808","1","1","1","1","1",30,"accident"
"809","3","1","2","3","2",50,"accident"
"810","1","1","1","1","2",50,"accident"
"811","2","1","1","1","1",30,"accident"
"812","1","3","1","1","2",50,"accident"
"813","2","1","1","3","1",20,"accident"
"814","1","1","1","1","1",60,"accident"
"815","1","3","2","1","1",50,"accident"
"816","1","1","1","2","2",30,"accident"
"817","1","2","1","3","2",50,"accident"
"818","1","3","1","1","1",70,"accident"
"819","1","3","2","1","1",50,"accident"
"820","2","2","3","2","1",60,"accident"
"821","1","1","1","2","1",35,"accident"
"822","1","1","2","2","1",1,"accident"
"823","1","2","2","1","1",30,"accident"
"824","2","1","1","2","2",80,"accident"
"825","2","1","1","1","2",100,"accident"
"826","1","1","1","3","3",110,"accident"
"827","1","1","1","1","1",65,"accident"
"828","1","3","1","1","4",70,"accident"
"829","2","1","2","2","2",100,"accident"
"830","1","2","3","1","3",70,"accident"
"831","1","1","1","1","1",40,"accident"
"832","1","1","1","1","4",20,"accident"
"833","1","1","1","2","2",70,"accident"
"834","2","1","1","2","1",40,"accident"
"835","1","1","2","1","2",40,"accident"
"836","1","1","1","1","6",30,"accident"
"837","1","2","1","1","4",0,"accident"
"838","1","3","1","2","1",50,"accident"
"839","1","3","1","1","1",10,"accident"
"840","1","1","1","2","3",0,"accident"
"841","2","2","1","1","1",60,"accident"
"842","1","1","1","1","2",45,"accident"
"843","2","1","1","3","2",70,"accident"
"844","2","1","1","2","2",100,"accident"
"845","1","1","1","3","1",43,"accident"
"846","2","1","2","1","1",60,"accident"
"847","2","1","1","2","2",80,"accident"
"848","1","1","1","1","1",60,"accident"
"849","1","3","2","1","2",80,"accident"
"850","1","1","2","1","1",30,"accident"
"851","1","1","2","1","3",50,"accident"
"852","1","1","1","2","2",50,"accident"
"853","1","1","1","1","2",50,"accident"
"854","2","1","1","1","1",50,"accident"
"855","2","2","3","2","1",60,"accident"
"856","2","1","2","2","3",20,"accident"
"857","1","1","2","1","1",20,"accident"
"858","2","1","1","2","2",60,"accident"
"859","2","1","1","2","2",90,"accident"
"860","1","1","1","1","4",15,"accident"
"861","1","1","1","1","3",50,"accident"
"862","1","1","1","1","1",40,"accident"
"863","1","1","1","1","3",50,"accident"
"864","1","2","2","1","4",0,"accident"
"865","1","3","1","1","1",50,"accident"
"866","1","3","1","1","3",60,"accident"
"867","1","1","1","1","1",45,"accident"
"868","1","1","1","2","1",15,"accident"
"869","1","3","2","1","4",70,"accident"
"870","2","1","1","2","2",90,"accident"
"871","2","1","1","3","2",70,"accident"
"872","1","1","1","1","2",20,"accident"
"873","1","1","1","1","2",20,"accident"
"874","1","1","1","2","1",30,"accident"
"875","1","3","1","2","1",45,"accident"
"876","1","1","1","1","1",25,"accident"
"877","2","1","1","3","2",30,"accident"
"878","1","1","1","1","1",50,"accident"
"879","1","2","2","1","2",50,"accident"
"880","2","1","1","1","1",40,"accident"
"881","1","1","1","1","1",50,"accident"
"882","1","1","2","1","2",150,"accident"
"883","1","1","1","3","2",70,"accident"
"884","1","2","1","1","1",25,"accident"
"885","1","3","1","2","2",100,"accident"
"886","1","3","1","1","2",120,"accident"
"887","1","1","1","2","4",80,"accident"
"888","2","1","2","2","1",50,"accident"
"889","1","1","1","2","1",20,"accident"
"890","1","1","1","1","2",40,"accident"
"891","2","1","1","3","2",70,"accident"
"892","1","1","1","1","4",90,"accident"
"893","1","1","2","1","1",40,"accident"
"894","2","1","1","3","2",80,"accident"
"895","2","1","1","1","1",35,"accident"
"896","1","2","1","1","1",35,"accident"
"897","1","1","1","2","2",10,"accident"
"898","1","1","1","1","1",15,"accident"
"899","2","1","1","3","2",100,"accident"
"900","1","1","1","1","1",0,"accident"
"901","1","1","1","1","1",45,"accident"
"902","1","1","1","1","2",30,"accident"
"903","1","1","1","2","1",20,"accident"
"904","1","1","1","1","1",45,"accident"
"905","1","1","1","2","1",50,"accident"
"906","1","1","1","1","1",40,"accident"
"907","1","3","2","2","3",100,"accident"
"908","1","1","1","1","3",40,"accident"
"909","1","1","1","2","2",70,"accident"
"910","1","1","1","1","1",30,"accident"
"911","1","1","1","1","4",60,"accident"
"912","2","1","1","3","2",140,"accident"
"913","1","3","1","1","1",30,"accident"
"914","2","2","1","2","2",75,"accident"
"915","1","1","1","2","2",60,"accident"
"916","2","1","1","2","1",25,"accident"
"917","2","1","1","2","1",30,"accident"
"918","1","1","1","1","2",80,"accident"
"919","1","1","1","2","1",50,"accident"
"920","2","1","1","2","2",50,"accident"
"921","1","1","1","1","1",30,"accident"
"922","1","1","1","1","3",130,"accident"
"923","1","1","1","1","1",10,"accident"
"924","1","1","1","1","1",60,"accident"
"925","1","1","1","3","2",70,"accident"
"926","1","1","1","1","1",45,"accident"
"927","2","1","1","1","1",40,"accident"
"928","2","1","1","3","2",90,"accident"
"929","1","1","1","1","1",25,"accident"
"930","1","1","1","1","1",50,"accident"
"931","1","1","2","1","1",60,"accident"
"932","1","1","1","1","1",40,"accident"
"933","1","1","1","1","4",60,"accident"
"934","1","3","1","2","1",30,"accident"
"935","1","1","1","3","1",50,"accident"
"936","2","1","1","3","2",70,"accident"
"937","1","3","1","1","2",90,"accident"
"938","1","1","1","2","1",60,"accident"
"939","1","1","1","1","4",15,"accident"
"940","1","1","2","2","1",50,"accident"
"941","1","1","1","1","1",40,"accident"
"942","2","3","1","2","1",45,"accident"
"943","1","1","1","3","2",70,"accident"
"944","2","1","2","2","1",60,"accident"
"945","2","1","1","1","1",80,"accident"
"946","1","1","1","1","4",40,"accident"
"947","1","1","1","1","4",60,"accident"
"948","2","1","1","3","1",30,"accident"
"949","2","1","2","2","2",25,"accident"
"950","2","1","1","2","1",50,"accident"
"951","2","3","1","2","1",45,"accident"
"952","1","1","1","1","2",20,"accident"
"953","2","1","1","2","1",70,"accident"
"954","3","1","1","1","1",40,"accident"
"955","1","1","1","1","1",40,"accident"
"956","1","1","1","2","1",15,"accident"
"957","1","3","2","1","1",60,"accident"
"958","1","1","1","1","1",50,"accident"
"959","2","3","1","1","1",40,"accident"
"960","1","1","1","1","1",60,"accident"
"961","2","2","1","3","2",40,"accident"
"962","1","1","1","3","1",15,"accident"
"963","1","1","1","2","1",45,"accident"
"964","1","3","2","1","1",20,"accident"
"965","1","2","2","1","1",25,"accident"
"966","1","1","1","2","2",40,"accident"
"967","1","1","1","1","1",35,"accident"
"968","2","3","1","3","1",20,"accident"
"969","1","1","1","1","1",20,"accident"
"970","1","1","1","1","2",65,"accident"
"971","1","1","1","1","1",25,"accident"
"972","1","1","1","2","3",0,"accident"
"973","1","1","1","2","1",20,"accident"
"974","1","1","1","2","2",75,"accident"
"975","2","1","1","2","1",40,"accident"
"976","1","1","1","1","1",30,"accident"
"977","2","3","1","1","2",50,"accident"
"978","1","2","1","2","2",0,"accident"
"979","1","2","1","1","1",20,"accident"
"980","1","1","1","1","1",30,"accident"
"981","2","1","1","2","2",100,"accident"
"982","1","1","1","2","2",70,"accident"
"983","1","1","1","1","1",40,"accident"
"984","2","1","1","2","1",40,"accident"
"985","1","3","1","1","1",50,"accident"
"986","1","1","1","1","3",45,"accident"
"987","2","1","2","3","2",20,"accident"
"988","1","1","1","1","1",30,"accident"
"989","1","1","1","2","1",50,"accident"
"990","1","1","1","1","3",45,"accident"
"991","1","1","1","3","2",80,"accident"
"992","1","1","1","1","1",26,"accident"
"993","1","1","1","2","1",60,"accident"
"994","2","1","1","2","1",20,"accident"
"995","2","1","2","2","4",25,"accident"
"996","2","1","3","1","2",40,"accident"
"997","1","3","2","2","1",0,"accident"
"998","2","1","1","2","4",110,"accident"
"999","1","1","1","2","1",50,"accident"
"1000","2","2","1","2","1",20,"accident"
"1001","2","1","1","1","1",20,"accident"
"1002","2","1","1","3","2",30,"accident"
"1003","1","1","1","2","1",50,"accident"
"1004","2","1","1","3","2",45,"accident"
"1005","2","1","1","1","2",90,"accident"
"1006","2","2","1","2","1",55,"accident"
"1007","2","1","2","1","2",30,"accident"
"1008","1","1","1","1","2",100,"accident"
"1009","1","1","1","3","2",30,"accident"
"1010","1","1","2","3","2",30,"accident"
"1011","2","1","1","3","4",50,"accident"
"1012","1","1","1","2","1",0,"accident"
"1013","1","1","1","1","1",45,"accident"
"1014","2","1","1","2","1",50,"accident"
"1015","2","1","1","2","2",70,"accident"
"1016","1","1","1","1","1",0,"accident"
"1017","1","1","1","3","2",60,"accident"
"1018","1","1","1","1","1",30,"accident"
"1019","1","1","1","1","1",30,"accident"
"1020","1","1","2","1","1",30,"accident"
"1021","2","1","1","2","2",90,"accident"
"1022","1","1","2","2","1",40,"accident"
"1023","2","2","1","2","2",100,"accident"
"1024","1","2","1","1","2",100,"accident"
"1025","1","3","2","2","1",30,"accident"
"1026","1","1","1","1","4",70,"accident"
"1027","1","1","1","1","1",20,"accident"
"1028","1","1","1","1","1",50,"accident"
"1029","1","1","1","1","4",60,"accident"
"1030","1","1","1","1","1",0,"accident"
"1031","1","2","1","2","1",45,"accident"
"1032","1","1","1","1","1",50,"accident"
"1033","1","1","1","2","1",50,"accident"
"1034","2","3","1","1","1",70,"accident"
"1035","2","3","2","2","2",50,"accident"
"1036","1","3","1","2","1",30,"accident"
"1037","1","1","1","1","1",12,"accident"
"1038","1","1","1","1","1",20,"accident"
"1039","2","1","1","2","2",50,"accident"
"1040","1","1","1","1","1",35,"accident"
"1041","1","2","1","1","1",30,"accident"
"1042","1","1","1","2","1",50,"accident"
"1043","1","1","1","2","1",30,"accident"
"1044","2","1","3","2","3",110,"accident"
"1045","3","1","1","3","2",110,"accident"
"1046","1","1","2","1","1",40,"accident"
"1047","1","1","1","3","2",40,"accident"
"1048","1","1","1","1","1",15,"accident"
"1049","1","1","1","2","1",70,"accident"
"1050","1","1","1","1","1",50,"accident"
"1051","2","1","2","2","2",20,"accident"
"1052","2","1","1","1","1",60,"accident"
"1053","2","1","1","1","3",5,"accident"
"1054","2","1","1","1","3",5,"accident"
"1055","1","2","2","2","2",40,"accident"
"1056","1","1","1","1","1",45,"accident"
"1057","2","1","1","2","2",70,"accident"
"1058","1","1","1","3","2",70,"accident"
"1059","1","1","1","3","2",40,"accident"
"1060","1","1","1","2","1",60,"accident"
"1061","2","3","1","2","2",90,"accident"
"1062","1","1","1","1","3",70,"accident"
"1063","1","1","1","2","1",55,"accident"
"1064","2","2","1","3","1",60,"accident"
"1065","1","1","1","1","2",70,"accident"
"1066","2","1","1","3","1",60,"accident"
"1067","1","1","2","1","1",40,"accident"
"1068","2","1","1","3","3",160,"accident"
"1069","1","1","1","1","1",30,"accident"
"1070","2","1","1","2","2",60,"accident"
"1071","1","1","1","1","1",0,"accident"
"1072","1","1","1","2","4",65,"accident"
"1073","2","2","1","2","1",55,"accident"
"1074","1","1","1","1","4",50,"accident"
"1075","1","1","1","2","2",100,"accident"
"1076","1","1","1","2","2",70,"accident"
"1077","1","1","1","1","1",40,"accident"
"1078","1","1","1","2","1",60,"accident"
"1079","1","1","1","1","1",15,"accident"
"1080","2","1","1","1","2",30,"accident"
"1081","1","1","1","1","1",50,"accident"
"1082","1","1","1","1","1",10,"accident"
"1083","1","2","2","1","2",60,"accident"
"1084","1","1","1","2","4",70,"accident"
"1085","2","1","2","2","1",70,"accident"
"1086","1","1","2","1","1",60,"accident"
"1087","1","3","2","1","1",30,"accident"
"1088","3","1","1","3","1",20,"accident"
"1089","1","1","1","2","1",20,"accident"
"1090","1","1","2","1","1",7,"accident"
"1091","2","3","1","2","1",0,"accident"
"1092","1","1","1","3","1",0,"accident"
"1093","1","1","1","1","1",30,"accident"
"1094","1","1","1","1","1",30,"accident"
"1095","1","1","1","2","1",80,"accident"
"1096","2","1","1","1","2",70,"accident"
"1097","1","1","1","1","1",40,"accident"
"1098","1","1","2","1","4",75,"accident"
"1099","2","1","1","1","1",30,"accident"
"1100","2","1","1","2","1",70,"accident"
"1101","1","2","1","1","3",90,"accident"
"1102","1","1","1","1","1",30,"accident"
"1103","2","1","1","3","2",100,"accident"
"1104","1","1","1","2","1",20,"accident"
"1105","2","1","1","1","2",35,"accident"
"1106","2","1","1","2","1",30,"accident"
"1107","1","2","1","3","2",120,"accident"
"1108","1","1","1","1","1",50,"accident"
"1109","1","1","1","1","1",5,"accident"
"1110","1","1","1","2","4",75,"accident"
"1111","1","1","1","2","2",90,"accident"
"1112","1","1","1","1","1",30,"accident"
"1113","1","1","1","1","1",40,"accident"
"1114","1","1","1","2","1",0,"accident"
"1115","1","1","1","2","3",110,"accident"
"1116","1","1","1","1","1",20,"accident"
"1117","1","1","2","2","3",100,"accident"
"1118","1","1","2","1","1",35,"accident"
"1119","1","1","1","2","1",35,"accident"
"1120","1","1","2","1","3",100,"accident"
"1121","2","3","2","2","2",80,"accident"
"1122","1","2","1","2","2",60,"accident"
"1123","1","1","1","2","1",65,"accident"
"1124","1","1","1","2","1",15,"accident"
"1125","1","1","1","1","2",100,"accident"
"1126","1","1","2","1","2",30,"accident"
"1127","1","1","1","1","1",0,"accident"
"1128","1","1","1","1","3",70,"accident"
"1129","1","1","1","1","2",50,"accident"
"1130","1","1","2","1","1",25,"accident"
"1131","1","1","1","1","2",30,"accident"
"1132","2","1","2","1","2",100,"accident"
"1133","1","1","1","3","1",55,"accident"
